ExperimentName	Subject	Session	SessionTime	Cooccurrences	testWait.RESP	testWait.RT	Picture	sound	TestList.Sample
5_2	33	2	15:26:41	1	0	288	10	9	33
5_2	33	2	15:26:41	1	0	407	7	1	34
5_2	33	2	15:26:41	2	0	212	16	13	35
5_2	33	2	15:26:41	6	3	832	11	11	36
5_2	33	2	15:26:41	3	0	321	14	16	37
5_2	33	2	15:26:41	0	0	239	1	3	38
5_2	33	2	15:26:41	0	0	377	14	4	39
5_2	33	2	15:26:41	1	0	709	3	14	40
5_2	33	2	15:26:41	4	0	2280	16	1	41
5_2	33	2	15:26:41	6	2	1402	6	6	42
5_2	33	2	15:26:41	3	0	535	1	13	43
5_2	33	2	15:26:41	6	0	131	13	13	44
5_2	33	2	15:26:41	1	0	2129	4	11	45
5_2	33	2	15:26:41	3	0	809	6	9	46
5_2	33	2	15:26:41	1	0	424	8	16	47
5_2	33	2	15:26:41	6	2	641	3	3	48
5_2	33	2	15:26:41	0	0	511	5	2	49
5_2	33	2	15:26:41	4	0	352	15	4	50
5_2	33	2	15:26:41	6	2	586	8	8	51
5_2	33	2	15:26:41	6	3	1157	15	15	52
5_2	33	2	15:26:41	1	0	433	1	18	53
5_2	33	2	15:26:41	1	0	322	5	17	54
5_2	33	2	15:26:41	4	0	802	11	7	55
5_2	33	2	15:26:41	1	0	160	9	10	56
5_2	33	2	15:26:41	6	1	872	9	9	57
5_2	33	2	15:26:41	0	0	590	13	7	58
5_2	33	2	15:26:41	0	0	300	17	13	59
5_2	33	2	15:26:41	2	0	631	18	4	60
5_2	33	2	15:26:41	3	0	1967	2	18	61
5_2	33	2	15:26:41	0	0	498	12	2	62
5_2	33	2	15:26:41	1	0	263	2	16	63
5_2	33	2	15:26:41	1	0	754	6	12	64
5_2	33	2	15:26:41	2	1	1107	18	14	65
5_2	33	2	15:26:41	4	0	291	10	11	66
5_2	33	2	15:26:41	6	2	1359	12	12	67
5_2	33	2	15:26:41	6	3	277	14	14	68
5_2	33	2	15:26:41	2	0	647	13	2	69
5_2	33	2	15:26:41	3	0	324	8	10	70
5_2	33	2	15:26:41	3	0	323	7	5	71
5_2	33	2	15:26:41	3	0	962	12	15	72
5_2	34	3	16:23:45	6	0	343	7	7	1
5_2	34	3	16:23:45	2	0	610	17	9	2
5_2	34	3	16:23:45	0	0	473	13	7	3
5_2	34	3	16:23:45	1	0	1010	10	9	4
5_2	34	3	16:23:45	0	1	432	9	8	5
5_2	34	3	16:23:45	2	0	639	18	4	6
5_2	34	3	16:23:45	6	0	495	13	13	7
5_2	34	3	16:23:45	6	0	1794	3	3	8
5_2	34	3	16:23:45	3	3	752	8	10	9
5_2	34	3	16:23:45	1	4	1758	7	1	10
5_2	34	3	16:23:45	4	0	228	15	4	11
5_2	34	3	16:23:45	2	0	72	13	2	12
5_2	34	3	16:23:45	6	0	1441	6	6	13
5_2	34	3	16:23:45	4	0	76	16	1	14
5_2	34	3	16:23:45	4	0	1015	4	12	15
5_2	34	3	16:23:45	0	0	49	14	4	16
5_2	34	3	16:23:45	4	0	143	10	11	17
5_2	34	3	16:23:45	1	0	240	4	1	18
5_2	34	3	16:23:45	2	0	432	10	6	19
5_2	34	3	16:23:45	2	0	305	15	17	20
5_2	34	3	16:23:45	0	0	67	12	2	21
5_2	34	3	16:23:45	0	0	310	1	3	22
5_2	34	3	16:23:45	6	0	15	14	14	23
5_2	34	3	16:23:45	6	0	324	18	18	24
5_2	34	3	16:23:45	0	0	19	13	7	25
5_2	34	3	16:23:45	1	0	519	2	14	26
5_2	34	3	16:23:45	6	4	1911	12	12	27
5_2	34	3	16:23:45	3	0	247	17	6	28
5_2	34	3	16:23:45	3	0	311	12	15	29
5_2	34	3	16:23:45	2	2	1358	11	8	30
5_2	34	3	16:23:45	6	5	1077	15	15	31
5_2	34	3	16:23:45	1	0	725	6	12	32
5_2	34	3	16:23:45	4	0	744	11	7	33
5_2	34	3	16:23:45	6	0	82	16	16	34
5_2	34	3	16:23:45	0	0	3377	16	3	35
5_2	34	3	16:23:45	0	0	618	15	5	36
5_2	34	3	16:23:45	0	0	3	11	15	37
5_2	34	3	16:23:45	1	0	10	4	11	38
5_2	34	3	16:23:45	6	3	1390	11	11	39
5_2	34	3	16:23:45	6	4	1623	4	4	40
5_2	34	3	16:23:45	1	0	1146	3	14	41
5_2	34	3	16:23:45	0	0	243	7	17	42
5_2	34	3	16:23:45	6	0	182	10	10	43
5_2	34	3	16:23:45	0	0	291	5	2	44
5_2	34	3	16:23:45	2	0	111	18	14	45
5_2	34	3	16:23:45	1	0	144	2	16	46
5_2	34	3	16:23:45	6	2	564	9	9	47
5_2	34	3	16:23:45	6	2	218	8	8	48
5_2	34	3	16:23:45	2	0	103	5	18	49
5_2	34	3	16:23:45	1	0	259	5	17	50
5_2	34	3	16:23:45	1	3	902	1	18	51
5_2	34	3	16:23:45	6	4	1890	17	17	52
5_2	34	3	16:23:45	3	0	52	14	16	53
5_2	34	3	16:23:45	2	2	385	16	13	54
5_2	34	3	16:23:45	3	3	117	2	18	55
5_2	34	3	16:23:45	4	0	1062	14	5	56
5_2	34	3	16:23:45	1	0	104	9	10	57
5_2	34	3	16:23:45	1	0	564	8	6	58
5_2	34	3	16:23:45	0	0	5	3	12	59
5_2	34	3	16:23:45	2	0	367	12	11	60
5_2	34	3	16:23:45	0	0	5	18	8	61
5_2	34	3	16:23:45	3	0	948	6	9	62
5_2	34	3	16:23:45	1	0	279	9	15	63
5_2	34	3	16:23:45	0	0	14	17	13	64
5_2	34	3	16:23:45	1	0	1027	8	16	65
5_2	34	3	16:23:45	6	0	420	5	5	66
5_2	34	3	16:23:45	3	3	992	7	5	67
5_2	34	3	16:23:45	6	0	667	1	1	68
5_2	34	3	16:23:45	3	0	232	1	13	69
5_2	34	3	16:23:45	2	0	848	6	3	70
5_2	34	3	16:23:45	2	0	109	3	10	71
5_2	34	3	16:23:45	6	0	957	2	2	72
5_2	36	2	09:38:29	1	3	5183	4	1	1
5_2	36	2	09:38:29	6	5	2177	8	8	2
5_2	36	2	09:38:29	3	1	1137	14	16	3
5_2	36	2	09:38:29	2	3	1620	13	2	4
5_2	36	2	09:38:29	2	4	327	6	3	5
5_2	36	2	09:38:29	1	5	502	5	17	6
5_2	36	2	09:38:29	1	3	2678	9	15	7
5_2	36	2	09:38:29	4	6	1360	10	11	8
5_2	36	2	09:38:29	6	6	183	13	13	9
5_2	36	2	09:38:29	6	6	355	10	10	10
5_2	36	2	09:38:29	1	4	1346	8	6	11
5_2	36	2	09:38:29	3	2	1251	6	9	12
5_2	36	2	09:38:29	2	5	855	3	10	13
5_2	36	2	09:38:29	2	6	291	5	18	14
5_2	36	2	09:38:29	6	6	288	18	18	15
5_2	36	2	09:38:29	0	3	348	16	3	16
5_2	36	2	09:38:29	0	2	1479	13	7	17
5_2	36	2	09:38:29	6	6	1797	1	1	18
5_2	36	2	09:38:29	6	6	680	2	2	19
5_2	36	2	09:38:29	6	6	437	17	17	20
5_2	36	2	09:38:29	0	5	840	12	2	21
5_2	36	2	09:38:29	0	4	984	3	12	22
5_2	36	2	09:38:29	1	2	513	1	18	23
5_2	36	2	09:38:29	1	4	1624	6	12	24
5_2	36	2	09:38:29	0	3	1358	17	13	25
5_2	36	2	09:38:29	1	2	820	3	14	26
5_2	36	2	09:38:29	2	6	1044	11	8	27
5_2	36	2	09:38:29	6	6	880	15	15	28
5_2	36	2	09:38:29	0	4	3521	18	8	29
5_2	36	2	09:38:29	1	2	834	7	1	30
5_2	36	2	09:38:29	0	4	1634	13	7	31
5_2	36	2	09:38:29	0	2	193	1	3	32
5_2	36	2	09:38:29	6	6	129	11	11	33
5_2	36	2	09:38:29	6	6	137	12	12	34
5_2	36	2	09:38:29	1	4	724	2	16	35
5_2	36	2	09:38:29	2	4	1587	10	6	36
5_2	36	2	09:38:29	3	5	1937	7	5	37
5_2	36	2	09:38:29	4	6	804	4	12	38
5_2	36	2	09:38:29	1	4	64	8	16	39
5_2	36	2	09:38:29	0	2	956	9	8	40
5_2	36	2	09:38:29	2	1	2118	12	11	41
5_2	36	2	09:38:29	0	2	403	7	17	42
5_2	36	2	09:38:29	3	3	449	8	10	43
5_2	36	2	09:38:29	6	6	1005	4	4	44
5_2	36	2	09:38:29	4	6	211	16	1	45
5_2	36	2	09:38:29	3	4	319	17	6	46
5_2	36	2	09:38:29	2	2	280	17	9	47
5_2	36	2	09:38:29	6	3	825	14	14	48
5_2	36	2	09:38:29	3	2	977	2	18	49
5_2	36	2	09:38:29	4	2	789	15	4	50
5_2	36	2	09:38:29	1	3	536	9	10	51
5_2	36	2	09:38:29	0	1	1188	5	2	52
5_2	36	2	09:38:29	6	5	995	5	5	53
5_2	36	2	09:38:29	6	3	275	9	9	54
5_2	36	2	09:38:29	2	4	1123	18	4	55
5_2	36	2	09:38:29	4	3	624	11	7	56
5_2	36	2	09:38:29	6	5	1169	6	6	57
5_2	36	2	09:38:29	6	4	711	16	16	58
5_2	36	2	09:38:29	2	3	1128	16	13	59
5_2	36	2	09:38:29	0	6	357	15	5	60
5_2	36	2	09:38:29	1	4	812	4	11	61
5_2	36	2	09:38:29	0	2	1167	14	4	62
5_2	36	2	09:38:29	3	6	500	12	15	63
5_2	36	2	09:38:29	6	3	61	3	3	64
5_2	36	2	09:38:29	1	2	131	2	14	65
5_2	36	2	09:38:29	0	6	3936	11	15	66
5_2	36	2	09:38:29	6	6	581	7	7	67
5_2	36	2	09:38:29	3	4	335	1	13	68
5_2	36	2	09:38:29	2	2	361	15	17	69
5_2	36	2	09:38:29	2	1	369	18	14	70
5_2	36	2	09:38:29	4	4	1096	14	5	71
5_2	36	2	09:38:29	1	6	1026	10	9	72
5_2	4	2	13:29:00	1	6	1084	7	1	1
5_2	4	2	13:29:00	0	0	672	5	2	2
5_2	4	2	13:29:00	4	0	968	10	11	3
5_2	4	2	13:29:00	4	6	547	11	7	4
5_2	4	2	13:29:00	6	6	1157	3	3	5
5_2	4	2	13:29:00	2	0	1301	13	2	6
5_2	4	2	13:29:00	2	0	1410	11	8	7
5_2	4	2	13:29:00	3	0	221	7	5	8
5_2	4	2	13:29:00	6	0	5892	11	11	9
5_2	4	2	13:29:00	0	0	2328	16	3	10
5_2	4	2	13:29:00	6	6	83	16	16	11
5_2	4	2	13:29:00	0	0	515	14	4	12
5_2	4	2	13:29:00	3	6	697	12	15	13
5_2	4	2	13:29:00	4	4	4773	4	12	14
5_2	4	2	13:29:00	1	6	817	1	18	15
5_2	4	2	13:29:00	0	0	155	3	12	16
5_2	4	2	13:29:00	6	6	1002	5	5	17
5_2	4	2	13:29:00	2	6	814	18	14	18
5_2	4	2	13:29:00	4	0	242	15	4	19
5_2	4	2	13:29:00	6	0	1473	9	9	20
5_2	4	2	13:29:00	0	0	1231	7	17	21
5_2	4	2	13:29:00	2	0	1774	18	4	22
5_2	4	2	13:29:00	6	6	2768	2	2	23
5_2	4	2	13:29:00	3	0	135	8	10	24
5_2	4	2	13:29:00	4	0	1652	16	1	25
5_2	4	2	13:29:00	0	0	54	17	13	26
5_2	4	2	13:29:00	0	0	1022	18	8	27
5_2	4	2	13:29:00	6	6	1729	7	7	28
5_2	4	2	13:29:00	6	0	2	8	8	29
5_2	4	2	13:29:00	6	6	1387	1	1	30
5_2	4	2	13:29:00	2	0	154	16	13	31
5_2	4	2	13:29:00	2	0	1610	12	11	32
5_2	4	2	13:29:00	2	0	118	10	6	33
5_2	4	2	13:29:00	6	6	855	10	10	34
5_2	4	2	13:29:00	1	0	1721	4	11	35
5_2	4	2	13:29:00	1	0	1212	9	10	36
5_2	4	2	13:29:00	3	0	328	2	18	37
5_2	4	2	13:29:00	0	0	1038	13	7	38
5_2	4	2	13:29:00	0	6	1786	13	7	39
5_2	4	2	13:29:00	1	0	1041	2	14	40
5_2	4	2	13:29:00	0	0	359	1	3	41
5_2	4	2	13:29:00	1	6	1376	3	14	42
5_2	4	2	13:29:00	2	0	528	5	18	43
5_2	4	2	13:29:00	6	6	295	17	17	44
5_2	4	2	13:29:00	6	6	3273	18	18	45
5_2	4	2	13:29:00	4	0	1719	14	5	46
5_2	4	2	13:29:00	6	6	570	15	15	47
5_2	4	2	13:29:00	3	0	1438	6	9	48
5_2	4	2	13:29:00	3	0	1113	14	16	49
5_2	4	2	13:29:00	2	0	1543	3	10	50
5_2	4	2	13:29:00	1	0	4623	9	15	51
5_2	4	2	13:29:00	1	0	1864	2	16	52
5_2	4	2	13:29:00	1	0	494	8	6	53
5_2	4	2	13:29:00	6	0	66	12	12	54
5_2	4	2	13:29:00	6	0	117	13	13	55
5_2	4	2	13:29:00	2	0	2686	6	3	56
5_2	4	2	13:29:00	2	0	214	15	17	57
5_2	4	2	13:29:00	6	0	290	4	4	58
5_2	4	2	13:29:00	3	0	2103	17	6	59
5_2	4	2	13:29:00	0	0	809	12	2	60
5_2	4	2	13:29:00	1	0	285	6	12	61
5_2	4	2	13:29:00	6	0	1297	14	14	62
5_2	4	2	13:29:00	1	6	1196	8	16	63
5_2	4	2	13:29:00	3	0	946	1	13	64
5_2	4	2	13:29:00	1	0	475	4	1	65
5_2	4	2	13:29:00	1	0	306	10	9	66
5_2	4	2	13:29:00	0	0	628	15	5	67
5_2	4	2	13:29:00	6	6	934	6	6	68
5_2	4	2	13:29:00	0	0	889	11	15	69
5_2	4	2	13:29:00	1	0	84	5	17	70
5_2	4	2	13:29:00	0	6	206	9	8	71
5_2	4	2	13:29:00	2	0	1925	17	9	72
5_2	40	2	10:25:41	3	1	1220	12	15	1
5_2	40	2	10:25:41	6	0	645	15	15	2
5_2	40	2	10:25:41	2	2	163	6	3	3
5_2	40	2	10:25:41	0	0	332	9	8	4
5_2	40	2	10:25:41	2	2	572	11	8	5
5_2	40	2	10:25:41	6	3	765	9	9	6
5_2	40	2	10:25:41	2	0	4	17	9	7
5_2	40	2	10:25:41	6	4	1316	6	6	8
5_2	40	2	10:25:41	1	0	1682	10	9	9
5_2	40	2	10:25:41	1	0	7	9	10	10
5_2	40	2	10:25:41	1	1	1239	4	11	11
5_2	40	2	10:25:41	2	0	55	18	4	12
5_2	40	2	10:25:41	1	0	921	6	12	13
5_2	40	2	10:25:41	4	0	376	10	11	14
5_2	40	2	10:25:41	1	2	675	7	1	15
5_2	40	2	10:25:41	1	0	518	1	18	16
5_2	40	2	10:25:41	0	1	1070	18	8	17
5_2	40	2	10:25:41	1	0	856	8	16	18
5_2	40	2	10:25:41	6	0	354	16	16	19
5_2	40	2	10:25:41	1	0	227	2	16	20
5_2	40	2	10:25:41	3	0	152	14	16	21
5_2	40	2	10:25:41	6	6	1519	10	10	22
5_2	40	2	10:25:41	4	1	581	4	12	23
5_2	40	2	10:25:41	0	1	529	14	4	24
5_2	40	2	10:25:41	4	0	678	15	4	25
5_2	40	2	10:25:41	0	2	597	15	5	26
5_2	40	2	10:25:41	3	2	838	7	5	27
5_2	40	2	10:25:41	6	0	255	8	8	28
5_2	40	2	10:25:41	3	0	180	6	9	29
5_2	40	2	10:25:41	1	1	1705	4	1	30
5_2	40	2	10:25:41	6	0	496	12	12	31
5_2	40	2	10:25:41	6	2	580	17	17	32
5_2	40	2	10:25:41	2	4	153	13	2	33
5_2	40	2	10:25:41	3	0	641	2	18	34
5_2	40	2	10:25:41	0	0	633	7	17	35
5_2	40	2	10:25:41	0	3	609	17	13	36
5_2	40	2	10:25:41	1	0	2	8	6	37
5_2	40	2	10:25:41	0	0	135	13	7	38
5_2	40	2	10:25:41	0	1	1445	5	2	39
5_2	40	2	10:25:41	2	0	1813	10	6	40
5_2	40	2	10:25:41	6	2	345	3	3	41
5_2	40	2	10:25:41	6	0	1157	1	1	42
5_2	40	2	10:25:41	2	0	674	15	17	43
5_2	40	2	10:25:41	6	1	370	13	13	44
5_2	40	2	10:25:41	6	0	51	2	2	45
5_2	40	2	10:25:41	0	4	737	11	15	46
5_2	40	2	10:25:41	1	0	299	9	15	47
5_2	40	2	10:25:41	4	2	584	14	5	48
5_2	40	2	10:25:41	6	0	258	11	11	49
5_2	40	2	10:25:41	4	2	390	11	7	50
5_2	40	2	10:25:41	6	0	171	14	14	51
5_2	40	2	10:25:41	3	1	255	8	10	52
5_2	40	2	10:25:41	2	0	164	3	10	53
5_2	40	2	10:25:41	2	0	163	12	11	54
5_2	40	2	10:25:41	4	1	98	16	1	55
5_2	40	2	10:25:41	3	0	248	1	13	56
5_2	40	2	10:25:41	2	0	326	16	13	57
5_2	40	2	10:25:41	0	1	852	16	3	58
5_2	40	2	10:25:41	2	2	1456	18	14	59
5_2	40	2	10:25:41	0	0	576	12	2	60
5_2	40	2	10:25:41	0	0	182	13	7	61
5_2	40	2	10:25:41	0	1	465	3	12	62
5_2	40	2	10:25:41	1	1	291	3	14	63
5_2	40	2	10:25:41	6	0	256	7	7	64
5_2	40	2	10:25:41	1	0	339	5	17	65
5_2	40	2	10:25:41	6	2	473	5	5	66
5_2	40	2	10:25:41	6	1	336	18	18	67
5_2	40	2	10:25:41	3	0	246	17	6	68
5_2	40	2	10:25:41	2	1	1573	5	18	69
5_2	40	2	10:25:41	0	1	813	1	3	70
5_2	40	2	10:25:41	6	4	226	4	4	71
5_2	40	2	10:25:41	1	0	1778	2	14	72
5_2	8	2	14:44:10	6	4	526	7	7	1
5_2	8	2	14:44:10	1	0	130	7	1	2
5_2	8	2	14:44:10	1	0	352	9	10	3
5_2	8	2	14:44:10	6	5	274	2	2	4
5_2	8	2	14:44:10	1	0	1121	4	11	5
5_2	8	2	14:44:10	6	6	457	11	11	6
5_2	8	2	14:44:10	0	0	1845	1	3	7
5_2	8	2	14:44:10	4	0	1382	14	5	8
5_2	8	2	14:44:10	6	5	377	10	10	9
5_2	8	2	14:44:10	1	0	70	5	17	10
5_2	8	2	14:44:10	2	0	109	16	13	11
5_2	8	2	14:44:10	2	0	1678	13	2	12
5_2	8	2	14:44:10	3	0	1078	6	9	13
5_2	8	2	14:44:10	2	0	84	5	18	14
5_2	8	2	14:44:10	6	6	34	17	17	15
5_2	8	2	14:44:10	3	0	361	12	15	16
5_2	8	2	14:44:10	1	0	432	8	6	17
5_2	8	2	14:44:10	1	0	311	8	16	18
5_2	8	2	14:44:10	2	0	368	6	3	19
5_2	8	2	14:44:10	2	0	427	12	11	20
5_2	8	2	14:44:10	0	0	599	7	17	21
5_2	8	2	14:44:10	1	0	455	1	18	22
5_2	8	2	14:44:10	4	0	489	4	12	23
5_2	8	2	14:44:10	6	5	301	3	3	24
5_2	8	2	14:44:10	0	0	95	17	13	25
5_2	8	2	14:44:10	1	0	742	2	16	26
5_2	8	2	14:44:10	6	5	687	15	15	27
5_2	8	2	14:44:10	1	0	697	2	14	28
5_2	8	2	14:44:10	2	0	348	15	17	29
5_2	8	2	14:44:10	1	0	838	4	1	30
5_2	8	2	14:44:10	2	0	460	18	14	31
5_2	8	2	14:44:10	2	0	120	18	4	32
5_2	8	2	14:44:10	1	0	1280	10	9	33
5_2	8	2	14:44:10	6	6	397	16	16	34
5_2	8	2	14:44:10	1	0	467	9	15	35
5_2	8	2	14:44:10	3	0	518	17	6	36
5_2	8	2	14:44:10	0	0	61	13	7	37
5_2	8	2	14:44:10	0	0	535	3	12	38
5_2	8	2	14:44:10	4	0	329	11	7	39
5_2	8	2	14:44:10	1	0	600	6	12	40
5_2	8	2	14:44:10	0	0	1576	13	7	41
5_2	8	2	14:44:10	1	0	1072	3	14	42
5_2	8	2	14:44:10	3	0	224	8	10	43
5_2	8	2	14:44:10	0	0	915	5	2	44
5_2	8	2	14:44:10	3	0	1074	1	13	45
5_2	8	2	14:44:10	6	5	497	14	14	46
5_2	8	2	14:44:10	6	5	351	8	8	47
5_2	8	2	14:44:10	4	0	560	10	11	48
5_2	8	2	14:44:10	4	0	262	15	4	49
5_2	8	2	14:44:10	3	0	241	2	18	50
5_2	8	2	14:44:10	6	0	114	1	1	51
5_2	8	2	14:44:10	6	2	7827	13	13	52
5_2	8	2	14:44:10	6	5	703	6	6	53
5_2	8	2	14:44:10	6	6	279	5	5	54
5_2	8	2	14:44:10	6	5	647	18	18	55
5_2	8	2	14:44:10	6	5	1172	4	4	56
5_2	8	2	14:44:10	0	0	26	11	15	57
5_2	8	2	14:44:10	2	0	596	3	10	58
5_2	8	2	14:44:10	6	6	740	12	12	59
5_2	8	2	14:44:10	0	0	56	14	4	60
5_2	8	2	14:44:10	6	0	5925	9	9	61
5_2	8	2	14:44:10	0	0	370	12	2	62
5_2	8	2	14:44:10	0	0	1537	9	8	63
5_2	8	2	14:44:10	0	0	261	15	5	64
5_2	8	2	14:44:10	2	0	41	11	8	65
5_2	8	2	14:44:10	2	0	639	17	9	66
5_2	8	2	14:44:10	3	0	3897	14	16	67
5_2	8	2	14:44:10	0	0	150	16	3	68
5_2	8	2	14:44:10	3	0	287	7	5	69
5_2	8	2	14:44:10	4	0	39	16	1	70
5_2	8	2	14:44:10	0	0	67	18	8	71
5_2	8	2	14:44:10	2	0	486	10	6	72
5_3	14	3	16:07:48	1	2	2194	1	18	1
5_3	14	3	16:07:48	2	1	735	6	3	2
5_3	14	3	16:07:48	2	0	227	5	18	3
5_3	14	3	16:07:48	1	0	278	7	1	4
5_3	14	3	16:07:48	6	2	494	9	9	5
5_3	14	3	16:07:48	2	3	53	13	2	6
5_3	14	3	16:07:48	1	0	163	9	10	7
5_3	14	3	16:07:48	0	0	376	5	2	8
5_3	14	3	16:07:48	3	0	3028	1	13	9
5_3	14	3	16:07:48	1	0	1250	9	15	10
5_3	14	3	16:07:48	6	2	488	15	15	11
5_3	14	3	16:07:48	2	2	1546	17	9	12
5_3	14	3	16:07:48	6	0	516	7	7	13
5_3	14	3	16:07:48	3	0	201	12	15	14
5_3	14	3	16:07:48	1	0	95	8	6	15
5_3	14	3	16:07:48	6	0	21	2	2	16
5_3	14	3	16:07:48	6	2	1174	14	14	17
5_3	14	3	16:07:48	4	0	2114	11	7	18
5_3	14	3	16:07:48	0	1	343	17	13	19
5_3	14	3	16:07:48	4	0	2067	16	1	20
5_3	14	3	16:07:48	6	4	672	10	10	21
5_3	14	3	16:07:48	0	1	4849	11	15	22
5_3	14	3	16:07:48	4	2	28	14	5	23
5_3	14	3	16:07:48	3	0	648	6	9	24
5_3	14	3	16:07:48	1	0	108	2	16	25
5_3	14	3	16:07:48	6	1	749	1	1	26
5_3	14	3	16:07:48	0	0	1285	7	17	27
5_3	14	3	16:07:48	6	0	825	11	11	28
5_3	14	3	16:07:48	6	1	209	13	13	29
5_3	14	3	16:07:48	6	3	1006	3	3	30
5_3	14	3	16:07:48	3	1	339	2	18	31
5_3	14	3	16:07:48	1	0	3720	2	14	32
5_3	14	3	16:07:48	4	1	599	4	12	33
5_3	14	3	16:07:48	0	2	265	9	8	34
5_3	14	3	16:07:48	6	2	5987	17	17	35
5_3	14	3	16:07:48	6	0	836	6	6	36
5_3	14	3	16:07:48	0	0	50	18	8	37
5_3	14	3	16:07:48	0	0	222	1	3	38
5_3	14	3	16:07:48	0	0	321	14	4	39
5_3	14	3	16:07:48	2	0	112	11	8	40
5_3	14	3	16:07:48	1	0	402	4	1	41
5_3	14	3	16:07:48	2	2	8384	18	14	42
5_3	14	3	16:07:48	2	0	948	10	6	43
5_3	14	3	16:07:48	0	0	1910	3	12	44
5_3	14	3	16:07:48	4	0	117	15	4	45
5_3	14	3	16:07:48	0	1	1430	13	7	46
5_3	14	3	16:07:48	1	0	691	5	17	47
5_3	14	3	16:07:48	1	0	63	4	11	48
5_3	14	3	16:07:48	6	0	85	18	18	49
5_3	14	3	16:07:48	6	1	452	4	4	50
5_3	14	3	16:07:48	2	0	5	18	4	51
5_3	14	3	16:07:48	6	3	1375	8	8	52
5_3	14	3	16:07:48	2	1	994	12	11	53
5_3	14	3	16:07:48	1	0	370	8	16	54
5_3	14	3	16:07:48	0	0	136	13	7	55
5_3	14	3	16:07:48	0	0	69	16	3	56
5_3	14	3	16:07:48	1	1	5287	3	14	57
5_3	14	3	16:07:48	2	0	198	3	10	58
5_3	14	3	16:07:48	1	0	277	10	9	59
5_3	14	3	16:07:48	3	0	797	17	6	60
5_3	14	3	16:07:48	0	2	1028	12	2	61
5_3	14	3	16:07:48	0	0	311	15	5	62
5_3	14	3	16:07:48	6	4	1646	16	16	63
5_3	14	3	16:07:48	4	0	194	10	11	64
5_3	14	3	16:07:48	2	0	1027	16	13	65
5_3	14	3	16:07:48	2	0	164	15	17	66
5_3	14	3	16:07:48	1	0	5234	6	12	67
5_3	14	3	16:07:48	3	1	738	7	5	68
5_3	14	3	16:07:48	6	0	108	5	5	69
5_3	14	3	16:07:48	6	2	1213	12	12	70
5_3	14	3	16:07:48	3	0	2031	8	10	71
5_3	14	3	16:07:48	3	0	1845	14	16	72
5_3	18	3	16:38:09	6	5	459	1	1	1
5_3	18	3	16:38:09	1	3	317	3	14	2
5_3	18	3	16:38:09	4	6	1110	16	1	3
5_3	18	3	16:38:09	0	3	103	12	2	4
5_3	18	3	16:38:09	6	6	98	2	2	5
5_3	18	3	16:38:09	2	0	167	12	11	6
5_3	18	3	16:38:09	6	6	152	6	6	7
5_3	18	3	16:38:09	6	6	1169	11	11	8
5_3	18	3	16:38:09	1	4	132	2	14	9
5_3	18	3	16:38:09	1	0	98	9	10	10
5_3	18	3	16:38:09	3	0	54	6	9	11
5_3	18	3	16:38:09	2	3	53	5	18	12
5_3	18	3	16:38:09	1	5	609	1	18	13
5_3	18	3	16:38:09	0	1	375	3	12	14
5_3	18	3	16:38:09	1	3	243	4	11	15
5_3	18	3	16:38:09	6	6	50	8	8	16
5_3	18	3	16:38:09	4	4	511	14	5	17
5_3	18	3	16:38:09	1	2	271	7	1	18
5_3	18	3	16:38:09	1	3	175	4	1	19
5_3	18	3	16:38:09	0	6	758	16	3	20
5_3	18	3	16:38:09	0	4	372	17	13	21
5_3	18	3	16:38:09	2	3	14	18	14	22
5_3	18	3	16:38:09	3	1	152	14	16	23
5_3	18	3	16:38:09	3	2	191	7	5	24
5_3	18	3	16:38:09	6	6	65	10	10	25
5_3	18	3	16:38:09	6	3	225	16	16	26
5_3	18	3	16:38:09	2	4	231	16	13	27
5_3	18	3	16:38:09	2	0	95	6	3	28
5_3	18	3	16:38:09	6	5	212	18	18	29
5_3	18	3	16:38:09	2	2	113	13	2	30
5_3	18	3	16:38:09	4	1	98	10	11	31
5_3	18	3	16:38:09	4	3	438	11	7	32
5_3	18	3	16:38:09	3	4	439	12	15	33
5_3	18	3	16:38:09	3	5	215	8	10	34
5_3	18	3	16:38:09	6	6	138	12	12	35
5_3	18	3	16:38:09	2	4	217	15	17	36
5_3	18	3	16:38:09	0	4	22	18	8	37
5_3	18	3	16:38:09	1	3	671	2	16	38
5_3	18	3	16:38:09	3	3	704	17	6	39
5_3	18	3	16:38:09	2	2	129	11	8	40
5_3	18	3	16:38:09	3	2	185	2	18	41
5_3	18	3	16:38:09	3	1	20	1	13	42
5_3	18	3	16:38:09	1	3	287	6	12	43
5_3	18	3	16:38:09	6	6	293	14	14	44
5_3	18	3	16:38:09	4	4	625	4	12	45
5_3	18	3	16:38:09	6	6	4	3	3	46
5_3	18	3	16:38:09	6	3	148	17	17	47
5_3	18	3	16:38:09	1	4	23	10	9	48
5_3	18	3	16:38:09	4	5	832	15	4	49
5_3	18	3	16:38:09	6	6	97	7	7	50
5_3	18	3	16:38:09	1	4	70	5	17	51
5_3	18	3	16:38:09	2	3	128	10	6	52
5_3	18	3	16:38:09	0	2	728	5	2	53
5_3	18	3	16:38:09	0	4	243	7	17	54
5_3	18	3	16:38:09	0	3	98	15	5	55
5_3	18	3	16:38:09	0	1	199	13	7	56
5_3	18	3	16:38:09	1	6	233	9	15	57
5_3	18	3	16:38:09	0	5	409	13	7	58
